Date,Time,Location,Operator,Route,AC Type,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,time_of_day,Fatalities_degree,date_time,year,month,Season,all_died,time_period,reasons
04/10/2010,03:27,"Near Yelizovo, Russia",Kamchatka Airlines,Elizovo - Dukup ,Mi-8,18.0,15.0,3.0,10.0,8.0,2.0,0.0,"The helicopter was flying German and Russian snowboarders during a showboarding tour when it crash, 67 km away from Yelizovo.",Night,10-20 Fatalities,2010-04-10 03:27:00,2010,April,Spring,False,2006 and beyond,the helicopter was flying german and russian snowboarders during a showboarding tour when it crash 67 km away from yelizovo
04/13/2010,23:15,"Monterey, Mexico",Airborne Freight Company Union,Mexico City - Monterey - Los Angeles,Airbus A300B4-203F,5.0,0.0,5.0,5.0,0.0,5.0,2.0,"The cargo plane was making a stop at Monterey on its way to Los Angeles when it crashed 1.5 km from the airport, while making a final approach to General Mariano Escobedo International Airport. The aircraft was cleared to land on Runway 11, when the crew decided to abort the landing. The plane then crashed onto Avenida Miguel Aleman roadway, striking a car and killing the driver. The plane then broke apart and burst into flames.",Evening,5-10 Fatalities,2010-04-13 23:15:00,2010,April,Spring,True,2006 and beyond,the cargo plane was making a stop at monterey on its way to los angeles when it crashed 15 km from the airport while making a final approach to general mariano escobedo international airport the aircraft was cleared to land on runway 11 when the crew decided to abort the landing the plane then crashed onto avenida miguel aleman roadway striking a car and killing the driver the plane then broke apart and burst into flames
04/21/2010,21:10,"Pampanga, Philippines",Interisland Airlines,Cebu - Pampanga,Antonov An-12BP,6.0,0.0,6.0,3.0,0.0,3.0,0.0,"An electrical fire forced the cargo plane's pilot to attempt an emergency landing in a rice field when the plane crashed, broke into pieces, and burst into flames.",Evening,0-5 Fatalities,2010-04-21 21:10:00,2010,April,Spring,False,2006 and beyond,an electrical fire forced the cargo planes pilot to attempt an emergency landing in a rice field when the plane crashed broke into pieces and burst into flames
05/12/2010,06:10,"Tripoli, Libya",Afriqiyah Airways,"Johannesburg, South Africa - Tripoli, Libya",Airbus A330-202,104.0,93.0,11.0,103.0,92.0,11.0,0.0,"The aircraft crashed and disintegrated one-half a mile from the runway while attempting to land at Tripoli International Airport. Ninety-two passenger and a crew of 11 were killed. A 8 year old Dutch boy was the sole survivor. Failure of the two pilots to coordinate their actions during the initial approach, with the final approach attempted below the minimum descent altitude and the runway not visible. Realizing that the approach had been misjudged, the co-pilot, who was in command, attempted to pull the plane up in order to perform a new landing, which disabled the auto pilot, but the captain had retaken control of the aircraft without informing his co-pilot, leading to the crash. Lack of coordination between the two pilots and the inappropriate application of flight control inputs during the attemped go-around. The length of the trip and crew fatigue was a factor.",Morning,Greater than 100 Fatalities,2010-05-12 06:10:00,2010,May,Spring,False,2006 and beyond,the aircraft crashed and disintegrated onehalf a mile from the runway while attempting to land at tripoli international airport ninetytwo passenger and a crew of 11 were killed a 8 year old dutch boy was the sole survivor failure of the two pilots to coordinate their actions during the initial approach with the final approach attempted below the minimum descent altitude and the runway not visible realizing that the approach had been misjudged the copilot who was in command attempted to pull the plane up in order to perform a new landing which disabled the auto pilot but the captain had retaken control of the aircraft without informing his copilot leading to the crash lack of coordination between the two pilots and the inappropriate application of flight control inputs during the attemped goaround the length of the trip and crew fatigue was a factor
05/15/2010,15:10,"Near Poeketi, Suriname",Blue Wings Airlines,Godo Holo Air Strip - Paramaribo,Antonv An-28,8.0,6.0,2.0,8.0,6.0,2.0,0.0,"The plane crashed during poor weather into a forest ,10 minutes after taking off from Godo Olo Air Strip.",Afternoon,5-10 Fatalities,2010-05-15 15:10:00,2010,May,Spring,True,2006 and beyond,the plane crashed during poor weather into a forest 10 minutes after taking off from godo olo air strip
05/17/2010,09:30,"Salang pass, Afghanistan",Pamir Airlines,Kunduz - Kabul,Antonv An-24B,44.0,38.0,6.0,44.0,38.0,6.0,0.0,"The plane crashed in Salang pass, 60 miles north of Kabul. Weather was poor in the general area. It was reported that an early ground proximity warning system was misunderstood by the crew, either due to language problems or because of previous false alerts",Morning,20-50 Fatalities,2010-05-17 09:30:00,2010,May,Spring,True,2006 and beyond,the plane crashed in salang pass 60 miles north of kabul weather was poor in the general area it was reported that an early ground proximity warning system was misunderstood by the crew either due to language problems or because of previous false alerts
05/22/2010,06:10,"Mangalore, India",Air India Express,"Dubai, UAE - Mangalore, India",Boeing 737-8HG,166.0,160.0,6.0,159.0,153.0,6.0,0.0,"While attempting to land at Mangalore Airport, the plane overran the runway, slid down a ravine into a wooded valley, and burst into flames. Despite being warned by the aircraft computers to ""pull up, the captain did not heed the warning. He also ignored the co-pilot telling him to go-around,",Morning,Greater than 100 Fatalities,2010-05-22 06:10:00,2010,May,Spring,False,2006 and beyond,while attempting to land at mangalore airport the plane overran the runway slid down a ravine into a wooded valley and burst into flames despite being warned by the aircraft computers to pull up the captain did not heed the warning he also ignored the copilot telling him to goaround
06/19/2010,10:00,"Yangadou, Cameroon",Aero Service,Yaoundé-Nsimalen - Yangadou Mine Airstrip,CASA 212 Aviocar,11.0,9.0,2.0,11.0,9.0,2.0,0.0,The plane crashed in a remote area on the Cameroon / Congo border. The plane was carrying executives of the mining company Sundance Resources.,Morning,10-20 Fatalities,2010-06-19 10:00:00,2010,June,Summer,True,2006 and beyond,the plane crashed in a remote area on the cameroon  congo border the plane was carrying executives of the mining company sundance resources
06/23/2010,05:59,"Quebec, Canada",Aéropro,Quebec -Sept-Îles,Beechcraft A100 King Air,7.0,5.0,2.0,7.0,5.0,2.0,0.0,"The pilot reported a problem with his right engine after take off and tried to return for an emergency landing but crashed into a private field and exploded, approximately 1 mile north of Jean-Lesage International Airport. The aircraft took off with reduced engine power not recommended by the manufacturer. Once the right engine stopped working, the pilots didn't rotate the engine's blades to be parallel with the flow of air, a procedure called feathering that helps to reduce drag. The crew were not properly trained for emergencies, and mechanical defects were not being logged. The company’s license was revoked.",Night,5-10 Fatalities,2010-06-23 05:59:00,2010,June,Summer,True,2006 and beyond,the pilot reported a problem with his right engine after take off and tried to return for an emergency landing but crashed into a private field and exploded approximately 1 mile north of jeanlesage international airport the aircraft took off with reduced engine power not recommended by the manufacturer once the right engine stopped working the pilots didnt rotate the engines blades to be parallel with the flow of air a procedure called feathering that helps to reduce drag the crew were not properly trained for emergencies and mechanical defects were not being logged the companys license was revoked
07/05/2010,17:40,"Tuzla, Romania",Military - Romainian Air Force,Tuzla - Tuzla,Antonov AN-2,14.0,10.0,4.0,12.0,5.0,3.0,0.0,"The military plane, on parachuting training flight, crashed 2 km from the airport  into a field shortly after taking off. Operational errors upon take-off most likely caused the accident.",Afternoon,10-20 Fatalities,2010-07-05 17:40:00,2010,July,Summer,False,2006 and beyond,the military plane on parachuting training flight crashed 2 km from the airport  into a field shortly after taking off operational errors upon takeoff most likely caused the accident
07/28/2010,09:45,"Islamabad, Pakistan",Airblue,Karachi - Islamabad,Airbus A321-231,152.0,146.0,6.0,152.0,146.0,6.0,0.0,"The passenger plane crashed in the Margalla hills while attempting to land at Benazir Bhutto International Airport. The tower lost contact with the plane as it was about to land in poor weather conditions. Controlled Flight into Terrain, in which aircrew failed to display superior judgment and professional skills in a self created unsafe environment. In their pursuit to land in inclement weather, they committed serious violations of procedures and breaches of flying discipline, which put the aircraft in an unsafe condition over dangerous terrain at low altitude.",Morning,Greater than 100 Fatalities,2010-07-28 09:45:00,2010,July,Summer,True,2006 and beyond,the passenger plane crashed in the margalla hills while attempting to land at benazir bhutto international airport the tower lost contact with the plane as it was about to land in poor weather conditions controlled flight into terrain in which aircrew failed to display superior judgment and professional skills in a self created unsafe environment in their pursuit to land in inclement weather they committed serious violations of procedures and breaches of flying discipline which put the aircraft in an unsafe condition over dangerous terrain at low altitude
07/28/2010,18:22,"Near Elmendorf AFB, Alaska",Military - US Air Force,Practice maneuvers,McDonnell Douglas C-17A Globemaster III,4.0,0.0,4.0,4.0,0.0,4.0,0.0,"The cargo plane took off from runway 6 to practice for upcoming maneuvers. After the initial climb, the pilot made a sharp right turn. As the aircraft banked, the stall warning system activated . Instead of implementing stall recovery procedures, the pilot continued the turn as planned and the aircraft entered a stall from which recovery was not possible. The aircraft impacted a wooded area northwest of the airfield.",Evening,0-5 Fatalities,2010-07-28 18:22:00,2010,July,Summer,True,2006 and beyond,the cargo plane took off from runway 6 to practice for upcoming maneuvers after the initial climb the pilot made a sharp right turn as the aircraft banked the stall warning system activated  instead of implementing stall recovery procedures the pilot continued the turn as planned and the aircraft entered a stall from which recovery was not possible the aircraft impacted a wooded area northwest of the airfield
